306320747;Danilo;Sanabría;Wells;M;V;29/04/1961;San José;Homosexual;Partido Renovación Democrática;Licenciatura Completa;1972865
203900252;Jesús;Zumbado;Alvarado;F;V;21/06/1999;Cartago;Sapiosexual;Partido Accesibilidad Sin Exclusión;Primaria Completa;2542097
703960389;William;Hurtado;Rivera;M;C;27/06/2010;Limón;Homosexual;Partido Liberación Nacional;Primaria Incompleta;1156393
503020436;Vilma;Torres;Juárez;M;D;02/06/1965;Alajuela;Sapiosexual;Partido Renovación en Democracia;Licenciatura Incompleta;1755027
504090949;Silvia;Vindas;Pizarro;F;U;13/01/1962;Guanacaste;Sapiosexual;Partido Unión Nacional;Licenciatura Completa;45610
504840073;Walter;Mora;Salas;M;D;19/04/1973;Alajuela;Gynosexual;Partido Republicano Social Cristiano;Técnica Incompleta;1645247
402220974;Júan;Bonilla;Barrantes;M;U;27/07/2017;Limón;Skoliosexual;Partido Unidad Social Cristiana;Secundaria Incompleta;2906508
607770674;Zulema;Nuñez;Elizondo;F;D;14/03/1973;Heredia;Asexual;Partido Acción Democrática;Primaria Completa;2243921
302010754;Isac;Conejo;Paniagua;M;V;26/06/1980;Guanacaste;Homosexual;Partido Liberación Nacional;Primaria Incompleta;1054380
703430049;Franklin;Mata;Molinares;F;C;14/11/1983;Heredia;Androsexual;Partido Renovación Costarricense;Técnica Completa;1503047
709260807;Zeidy;Quiroga;Watson;F;C;17/09/1988;Puntarenas;Autosexual;Partido Alianza Demócrata Cristiana;Licenciatura Completa;1731307
607100974;Wenceslao;Fuentes;Peraza;M;V;11/03/1990;Limón;Gynosexual;Partido Accesibilidad Sin Exclusión;Maestría Incompleta;1658555
708290713;Tonny;Rivera;González;M;V;11/11/1987;Cartago;Graysexual;Partido Frente Amplio;Maestría Incompleta;824600
206680130;Giovanna;Urbina;Mora;M;D;05/10/2016;San José;Heterosexual;Partido Renovación Democrática;Licenciatura Incompleta;2583363
206570180;Rocío;Vindas;Waltz;M;U;31/01/1972;Cartago;Androsexual;Partido Demócrata Cristiano;Bachillerato Incompleto;2375681
705020727;Nora;Ruiz;Jaén;M;V;04/03/2007;Guanacaste;Heterosexual;Partido Acción Ciudadana;Secundaria Completa;252782
205390764;Teresa;Lamas;Marín;M;D;18/04/1963;Limón;Intersexual;Partido Renovación en Democracia;Secundaria Incompleta;2545357
404460670;Aurora;Quintanilla;Villanueva;M;V;14/02/1997;Cartago;Pansexual;Partido Acción Ciudadana;Técnica Incompleta;26628
703460771;William;Izaguirre;Vallejo;M;S;28/03/2007;Limón;Intersexual;Partido de los Trabajadores;Licenciatura Incompleta;1532767
102570221;Ulises;Espinoza;Aragón;F;U;14/10/1967;Heredia;Graysexual;Partido Integración Nacional;Secundaria Completa;163962
306810600;Teodóro;Cruz;De la O;F;U;08/10/1995;Guanacaste;Heterosexual;Partido Renovación Costarricense;Primaria Incompleta;2437441
407450986;Paola;Molina;Fuentes;F;D;08/09/1974;Heredia;Homosexual;Partido Renovación Democrática;Maestría Incompleta;1681846
304230297;Huberth;Mata;Torres;M;S;28/06/1986;San José;Autosexual;Partido Patria Nueva;Primaria Completa;1769787
704670346;Lorenzo;Nicolas;Jácamo;M;D;15/12/1981;Alajuela;Asexual;Partido Alianza Demócrata Cristiana;Primaria Completa;2737818
202380519;Arturo;Roldan;Sibaja;M;U;26/04/1992;Limón;Demisexual;Partido Nueva República;Bachillerato Incompleto;985932
503540120;Rosaura;Con;Alvarado;F;D;16/11/2006;Limón;Demisexual;Partido Renovación en Democracia;Licenciatura Incompleta;1046049
307560759;Eilin;Cubillo;Ballesteros;M;U;10/10/1975;Limón;Gynosexual;Partido Movimiento Libertario;Bachillerato Incompleto;1052973
406850621;Giovanna;Saborío;Ochoa;F;D;15/08/2005;Limón;Lithsexual;Partido Acción Democrática;Maestría Incompleta;2479322
200560024;Dunia;Quirós;Alvares;M;V;19/10/2016;Alajuela;Graysexual;Partido Unión Nacional;Primaria Completa;2550518
307560308;William;Watson;Abarca;F;S;10/05/2013;Heredia;Sapiosexual;Partido Accesibilidad Sin Exclusión;Maestría Incompleta;2083295
407830378;Deisi;Urbina;Navas;F;U;13/05/2050;San José;Homosexual;Partido Frente Amplio;Maestría Completa;2629254
401150984;Andrey;Ballesteros;Pomares;M;D;07/12/2018;Heredia;Asexual;Partido Accesibilidad Sin Exclusión;Secundaria Incompleta;2038127
103430494;Tania;Rivera;Huertas;M;V;02/08/1988;San José;Intersexual;Partido Accesibilidad Sin Exclusión;Bachillerato Completo;2770524
608880539;Kendry;Ballesteros;Sancho;F;D;12/01/2002;Guanacaste;Pansexual;Partido Unidad Social Cristiana;Técnica Completa;1796012
305750956;Elsa;Ward;Ochoa;F;C;07/03/1985;Alajuela;Demisexual;Partido Unión Nacional;Licenciatura Incompleta;2275561
405130875;Úrsula;Pizarro;Jiménez;M;V;08/06/1994;Heredia;Heterosexual;Partido Integración Nacional;Doctorado;427715
507500207;Cesar;Jácamo;Pomares;M;U;07/05/2011;Guanacaste;Heterosexual;Partido Restauración Nacional;Secundaria Incompleta;768771
509120962;Marienny;Jácamo;Cruz;F;S;30/03/2003;Guanacaste;Lithsexual;Partido Unidad Social Cristiana;Bachillerato Completo;205119
103330577;Katerina;Murillo;Rivera;M;S;12/11/2007;Cartago;Homosexual;Partido Renovación Costarricense;Licenciatura Completa;2834361
209070402;Efraín;Redondo;Sibaja;F;U;11/10/1979;Puntarenas;Graysexual;Partido Unidad Social Cristiana;Licenciatura Incompleta;2211298
502890327;Rigoberto;Perez;Hurtado;M;V;13/07/2006;Cartago;Skoliosexual;Partido Renovación Democrática;Licenciatura Completa;1438140
305470622;Jael;Cordero;Navas;M;D;27/03/1977;San José;Intersexual;Partido Liberación Nacional;Maestría Completa;942681
108910080;Armando;Warren;Brenes;M;D;18/01/1979;Puntarenas;Skoliosexual;Partido Acción Democrática;Licenciatura Completa;1872210
203340311;David;Villalobos;Monestel;F;U;13/07/2002;Puntarenas;Graysexual;Partido Renovación Democrática;Licenciatura Completa;149384
700470499;German;Pomares;Aguirre;F;D;19/09/1967;Alajuela;Autosexual;Partido Acción Democrática;Técnica Completa;1774523
509050242;Patricia;Saborío;Manzanares;M;U;23/10/2005;Guanacaste;Lithsexual;Partido Renovación Democrática;Secundaria Completa;2113977
309630526;Hernán;Ibarra;Araya;M;C;02/02/1970;Limón;Gynosexual;Partido Renovación en Democracia;Primaria Completa;1004108
708580706;Dulce;Trujillo;Peraza;M;C;14/11/2003;Limón;Autosexual;Partido Patria Nueva;Bachillerato Incompleto;703972
304280020;Adriana;Sequeira;Barahona;M;D;06/02/1960;Puntarenas;Lithsexual;Partido Renovación Democrática;Primaria Completa;1974203
302930672;Luis;Urbina;Ballesteros;F;S;23/10/1996;Puntarenas;Heterosexual;Partido Socialista;Primaria Completa;2698971
501690374;Eilin;Conejo;Blanco;F;V;20/07/2001;San José;Lithsexual;Partido Integración Nacional;Bachillerato Incompleto;2356667
105960325;Katherine;Redondo;Naranjo;F;S;18/09/1996;Guanacaste;Homosexual;Partido Restauración Nacional;Secundaria Completa;2483183
407670802;Naomi;Valencia;Mena;F;U;02/08/1985;Guanacaste;Demisexual;Partido Renovación en Democracia;Doctorado;2280028
101220249;Leopoldo;Aragón;Villegas;F;C;20/11/2003;Limón;Lithsexual;Partido Socialista;Bachillerato Completo;802649
104280039;Karen;Acevedo;Quintero;F;D;10/08/1960;Puntarenas;Homosexual;Partido Frente Amplio;Secundaria Incompleta;1764891
503200567;Wilgem;Wheeler;Quintero;F;C;03/05/1968;Puntarenas;Gynosexual;Partido Unidad Social Cristiana;Técnica Incompleta;1833720
107650904;Braylin;Quintana;Noguera;F;S;29/04/2018;Puntarenas;Androsexual;Partido Frente Amplio;Técnica Completa;919112
300930018;Zeidy;Duarte;Lagos;F;U;29/03/1970;Limón;Asexual;Partido Acción Democrática;Secundaria Incompleta;62272
508010321;Sabrina;Vallejo;Matarrita;M;U;04/06/1976;Cartago;Heterosexual;Partido Frente Amplio;Maestría Incompleta;839334
309960622;Danilo;Ramírez;Mendoza;M;D;27/02/2012;Alajuela;Gynosexual;Partido Integración Nacional;Doctorado;741642
103790000;Kendall;Parra;Watson;F;U;27/03/2003;Alajuela;Lithsexual;Partido Patria Nueva;Primaria Completa;2001692
207320835;Fabiola;Rivera;Barboza;F;C;01/01/1977;Guanacaste;Sapiosexual;Partido Unión Nacional;Licenciatura Completa;2731464
308450756;Denis;Wheeler;Ruiz;M;U;07/07/1965;Alajuela;Bisexual;Partido Accesibilidad Sin Exclusión;Maestría Completa;898933
509230336;René;Ibarra;Conejo;M;U;14/12/1990;Guanacaste;Asexual;Partido Republicano Social Cristiano;Primaria Incompleta;159812
705420892;Pedro;Soto;Ward;F;C;04/01/2010;San José;Asexual;Partido Republicano Social Cristiano;Maestría Incompleta;251049
204670489;Ever;Redondo;Wright;F;D;08/02/2001;San José;Skoliosexual;Partido Patria Nueva;Secundaria Completa;2270080
700810210;Damaris;Lara;Matamoros;F;V;17/02/2004;Guanacaste;Bisexual;Partido de los Trabajadores;Maestría Completa;1056690
403500998;Ever;Jiménez;Barahona;M;U;15/11/1984;Heredia;Homosexual;Partido Acción Ciudadana;Bachillerato Completo;1176986
401920481;Victor;Zumbado;Villalobos;M;D;18/06/1969;Puntarenas;Skoliosexual;Partido Republicano Social Cristiano;Primaria Completa;2112229
309150987;Armando;Vindas;Villegas;M;C;08/07/1960;Alajuela;Homosexual;Partido Patria Nueva;Secundaria Incompleta;1095734
506740278;Lucía;Blanco;Madrigal;F;C;14/03/1993;Limón;Graysexual;Partido Unión Nacional;Técnica Incompleta;1139101
609440420;Hugo;Varela;Zamora;F;D;15/12/1980;Guanacaste;Asexual;Partido Movimiento Libertario;Maestría Completa;984772
209230127;Valeria;Walters;Vizcaíno;F;U;19/03/1993;Alajuela;Sapiosexual;Partido Acción Democrática;Secundaria Completa;1432628
400390373;Sofonías;Redondo;Quintana;M;D;20/08/2014;Limón;Homosexual;Partido Acción Ciudadana;Secundaria Incompleta;881513
206110510;Leticia;Córdoba;Flores;F;C;31/10/1969;Alajuela;Lithsexual;Partido de los Trabajadores;Maestría Completa;2444659
307A60797;Samiel;Parra;Fernández;M;V;25/12/1961;Cartago;Autosexual;Partido Renovación Costarricense;Primaria Completa;2578256
406420320;Karen;Artiaga;Sancho;F;S;30/03/2012;Puntarenas;Skoliosexual;Partido Renovación Democrática;Licenciatura Incompleta;302333
201030043;Giovanna;Wheeler;Aguilera;M;D;03/12/2010;Cartago;Autosexual;Partido de los Trabajadores;Técnica Completa;715868
400690552;Silvio;Madrigal;Cortes;M;U;26/10/1989;Cartago;Bisexual;Partido Patria Nueva;Maestría Completa;2557919
405490222;Olivier;Elizondo;Vindas;F;C;09/09/2004;San José;Heterosexual;Partido Liberación Nacional;Bachillerato Incompleto;2427836
500940872;Pablo;Walker;Hidalgo;F;S;28/03/2008;Guanacaste;Demisexual;Partido Socialista;Primaria Incompleta;1952538
305580197;Kendrick;Waltz;Peraza;F;C;17/08/1997;Limón;Asexual;Partido Socialista;Maestría Completa;2333002
302630799;Ivania;Matamoros;Abarca;M;C;07/08/1984;Heredia;Intersexual;Partido Restauración Nacional;Maestría Incompleta;1915758
307490857;Cecilia;Warren;Zarate;F;C;07/04/1969;Alajuela;Androsexual;Partido Unión Nacional;Secundaria Completa;2150569
309840326;Homero;Jácamo;Blandon;M;D;07/09/1996;Guanacaste;Bisexual;Partido Accesibilidad Sin Exclusión;Bachillerato Completo;1899257
401740094;Ingrid;Vizcaíno;Céspedes;M;U;15/08/1970;Cartago;Autosexual;Partido Unidad Social Cristiana;Licenciatura Incompleta;716143
602950341;José;Jácamo;Vargas;M;V;01/05/1991;Heredia;Heterosexual;Partido Renovación Costarricense;Maestría Completa;2528612
406180097;Samuel;Arias;Ugarte;M;D;21/04/1984;Puntarenas;Androsexual;Partido Unidad Social Cristiana;Primaria Completa;469402
206900636;Santos;Varela;Peraza;F;C;14/02/1971;Alajuela;Bisexual;Partido Unidad Social Cristiana;Bachillerato Completo;1276202
409750547;Leticia;Alvarado;Céspedes;F;C;22/09/1983;Limón;Autosexual;Partido Nueva República;Licenciatura Incompleta;894535
603430906;Yonan;Gaitan;Sequeira;M;V;14/04/2015;Heredia;Asexual;Partido Unidad Social Cristiana;Técnica Completa;2598340
108230110;Sharon;Solano;Parra;F;V;02/01/1983;Limón;Sapiosexual;Partido Accesibilidad Sin Exclusión;Técnica Completa;1495595
605540123;Jesenia;Gambóa;Ruiz;M;U;14/04/2008;San José;Bisexual;Partido Restauración Nacional;Primaria Incompleta;530466
406010951;Brenda;González;Almengor;F;S;14/06/1983;Heredia;Graysexual;Partido Renovación Democrática;Técnica Completa;89081
209370065;Karla;Blanco;Wright;F;D;20/12/2005;Guanacaste;Androsexual;Partido Demócrata Cristiano;Secundaria Incompleta;1392800
509910242;Simey;Zarate;Varela;M;D;14/08/1973;Cartago;Asexual;Partido Integración Nacional;Primaria Incompleta;913321
208730251;Kenyi;Blanco;Soto;M;V;01/08/1973;San José;Lithsexual;Partido Nueva República;Maestría Incompleta;1725680
304480642;Vernon;Ugarte;Con;M;U;05/02/1971;Puntarenas;Androsexual;Partido Demócrata Cristiano;Bachillerato Incompleto;2793443
400370068;Edu;Espinoza;Sequeira;F;D;05/08/2001;Limón;Lithsexual;Partido Renovación Costarricense;Secundaria Completa;503083
206150783;Victor;Varela;Mata;M;C;28/08/2008;Puntarenas;Graysexual;Partido Demócrata Cristiano;Primaria Incompleta;2252151
600430462;René;Barrantes;Soto;F;S;18/09/1962;Heredia;Heterosexual;Partido Patria Nueva;Primaria Incompleta;123440
408070260;Isaías;Hernández;Hidalgo;F;C;20/03/2011;Cartago;Lithsexual;Partido Renovación Costarricense;Maestría Incompleta;2772725
606880031;Ingrid;Almengor;Trujillo;M;C;13/01/1987;Guanacaste;Asexual;Partido Renovación Democrática;Bachillerato Completo;1997496
109200158;Xiomara;Cerdas;Wong;M;D;03/10/1975;Limón;Bisexual;Partido Unidad Social Cristiana;Secundaria Incompleta;1089704
205760282;Lucía;Wells;González;M;V;11/09/2004;Cartago;Demisexual;Partido Alianza Demócrata Cristiana;Primaria Incompleta;2980269
402550087;José;Caballero;Zumbado;M;C;10/01/1972;Puntarenas;Queer;Partido Movimiento Libertario;Secundaria Completa;320906
106920269;Wenceslao;Aguilera;Paniagua;M;U;09/03/1994;Cartago;Demisexual;Partido Nueva República;Secundaria Incompleta;2670193
306470208;Homero;García;Roldan;M;U;18/01/1971;Alajuela;Sapiosexual;Partido Socialista;Secundaria Completa;2737441
504950060;Jaime;Manzanares;Ruiz;M;U;21/03/2013;Guanacaste;Demisexual;Partido Republicano Social Cristiano;Maestría Incompleta;2685777
409830289;Ximena;Villanueva;Espinoza;F;D;28/04/2014;Guanacaste;Queer;Partido Integración Nacional;Secundaria Incompleta;869239
700000418;Yehúdi;Torres;Solano;M;U;08/09/1973;Alajuela;Homosexual;Partido Movimiento Libertario;Licenciatura Completa;650867
106730360;Isaías;Hidalgo;Matarrita;F;S;08/06/2010;Heredia;Heterosexual;Partido Liberación Nacional;Primaria Incompleta;2222505
407770774;Ariel;Espinoza;Quiroga;F;V;22/11/1994;Alajuela;Bisexual;Partido Movimiento Libertario;Secundaria Completa;1047145
507640027;Lorenzo;Ibanéz;Ulloa;F;D;23/02/1961;Heredia;Demisexual;Partido Frente Amplio;Maestría Completa;2122493
204930129;Licet;Lamas;Cascante;M;D;15/09/1992;Guanacaste;Queer;Partido Integración Nacional;Maestría Completa;2693817
301560029;Carmen;Infante;Blandon;F;D;26/07/1962;Cartago;Graysexual;Partido Patria Nueva;Doctorado;2127310
101790938;Dayana;Brenes;Córdoba;F;V;25/11/1994;San José;Queer;Partido Liberación Nacional;Bachillerato Completo;1868744
407410645;Kendry;Vega;Carranza;M;U;21/06/2015;Puntarenas;Heterosexual;Partido Acción Democrática;Licenciatura Incompleta;484297
603940189;Carmen;Wong;Fonseca;F;D;29/10/2018;Limón;Lithsexual;Partido Patria Nueva;Maestría Incompleta;1522345
401730142;Kendall;Wade;Quiroga;F;D;15/11/1983;Cartago;Heterosexual;Partido Acción Ciudadana;Primaria Incompleta;2521002
709320067;Ignacio;Pacheco;Valdez;M;V;10/06/1988;Guanacaste;Bisexual;Partido Republicano Social Cristiano;Técnica Incompleta;196235
103270486;Hector;Cernas;Rueda;M;D;09/10/2010;Limón;Intersexual;Partido Renovación en Democracia;Secundaria Completa;1201905
604930648;Wenceslao;Quintero;Esquivel;F;V;14/09/1990;Alajuela;Skoliosexual;Partido Unidad Social Cristiana;Primaria Completa;1496076
302940610;Berta;Manzanares;Vindas;M;D;11/10/1985;Cartago;Asexual;Partido Renovación en Democracia;Maestría Completa;317846
708350270;Jesús;Gaitan;Céspedes;M;D;29/04/1968;Alajuela;Homosexual;Partido Alianza Demócrata Cristiana;Primaria Completa;2066185
704770500;Olga;Fajardo;Cháves;M;V;06/07/1981;Puntarenas;Demisexual;Partido Integración Nacional;Técnica Incompleta;1243288
704600492;Edu;Quintanilla;Walker;F;V;28/10/1983;Limón;Pansexual;Partido Accesibilidad Sin Exclusión;Licenciatura Incompleta;26764
501560679;Irma;Wade;Urbina;F;D;06/04/1974;Puntarenas;Heterosexual;Partido Nueva República;Técnica Incompleta;1477641
401210391;Saul;Ramírez;Hidalgo;F;S;08/11/1986;Guanacaste;Autosexual;Partido Movimiento Libertario;Licenciatura Completa;1773997
407690546;Hellen;Campos;Aguero;F;U;11/05/2014;Guanacaste;Graysexual;Partido Liberación Nacional;Maestría Completa;2967784
707560232;Kamila;Pacheco;Gambóa;M;D;26/05/1964;Guanacaste;Androsexual;Partido Acción Ciudadana;Doctorado;831216
403780119;Dulce;Perez;Matarrita;F;S;19/01/1965;San José;Heterosexual;Partido Renovación Costarricense;Maestría Incompleta;229723
706940172;Aurora;Angulo;Parra;F;S;14/07/2017;Alajuela;Graysexual;Partido Socialista;Primaria Completa;2435282
500460794;Clemencia;Angulo;Artiaga;M;V;29/03/2007;Cartago;Bisexual;Partido Acción Democrática;Secundaria Incompleta;31815
401530168;Pericles;Quintana;Fournier;M;C;05/08/1968;Alajuela;Gynosexual;Partido Unión Nacional;Bachillerato Completo;922397
204860620;Rigoberto;Labrador;Fernández;M;U;12/12/1979;Puntarenas;Androsexual;Partido Integración Nacional;Secundaria Completa;2997899
209420726;Gustavo;Córdoba;Cruz;M;U;21/01/2004;San José;Heterosexual;Partido Demócrata Cristiano;Bachillerato Incompleto;2067819
503000524;Naomi;Escalante;Quesada;M;C;31/12/2014;San José;Sapiosexual;Partido Frente Amplio;Secundaria Incompleta;158598
107810763;Humberto;Valdez;Varela;M;V;15/10/1966;Heredia;Androsexual;Partido Alianza Demócrata Cristiana;Secundaria Completa;2697875
106930405;Mauricio;García;Gambóa;F;U;01/01/2018;Limón;Demisexual;Partido Republicano Social Cristiano;Técnica Completa;1859396
502080638;Isidro;Cubero;Rodriguez;F;C;14/04/1965;Limón;Asexual;Partido de los Trabajadores;Bachillerato Completo;2277870
506560156;Emilio;Bolaños;Carranza;M;S;03/12/1974;Puntarenas;Queer;Partido Demócrata Cristiano;Maestría Completa;2096543
301440338;Homero;Hernández;Aguirre;F;V;31/03/1994;Heredia;Autosexual;Partido Liberación Nacional;Maestría Completa;1408128
300460262;Damaris;Walters;Ibarra;F;D;28/06/2004;Limón;Graysexual;Partido Renovación en Democracia;Secundaria Completa;1077473
502360017;Rosa;González;Gambóa;F;V;28/04/2015;Puntarenas;Skoliosexual;Partido Liberación Nacional;Primaria Incompleta;164857
402110239;Silvio;Valdez;Wheeler;M;C;27/07/1998;Limón;Demisexual;Partido Frente Amplio;Doctorado;307573
105060344;Lorenzo;Manzanares;Salas;F;U;18/04/2015;Guanacaste;Sapiosexual;Partido Accesibilidad Sin Exclusión;Maestría Incompleta;2198231
701920544;Joyce;Estupiñan;Quirós;M;U;06/07/1990;Alajuela;Graysexual;Partido Renovación Costarricense;Técnica Completa;729317
107920185;Osvaldo;Zarate;Ochoa;F;C;10/01/1963;Limón;Pansexual;Partido Renovación Costarricense;Secundaria Incompleta;666678
506850895;Bruno;Fajardo;Roldan;F;U;28/03/1976;Limón;Queer;Partido Alianza Demócrata Cristiana;Primaria Incompleta;460018
401070905;Sandro;Palma;Espinoza;M;S;30/10/2010;Puntarenas;Skoliosexual;Partido Integración Nacional;Técnica Incompleta;793210
106640747;Wilgem;Lagos;Zarate;M;S;23/02/2014;Puntarenas;Autosexual;Partido Alianza Demócrata Cristiana;Técnica Incompleta;1942488
203190745;Giovanna;Solano;Matamoros;5;S;08/12/1964;Puntarenas;Skoliosexual;Partido Nueva República;Bachillerato Incompleto;1659740
706680067;Xiomara;Iglesias;Murillo;F;D;04/05/1974;Puntarenas;Lithsexual;Partido Republicano Social Cristiano;Maestría Completa;2868419
200440393;Francini;Murillo;Matamoros;F;C;29/03/2014;Guanacaste;Intersexual;Partido Acción Ciudadana;Técnica Incompleta;873204
608600389;Ernesto;Fournier;Herrera;F;S;20/04/1995;Limón;Sapiosexual;Partido Restauración Nacional;Secundaria Incompleta;2168496
208190658;Juana;Cubillo;Sibaja;M;U;08/12/1979;Puntarenas;Asexual;Partido Restauración Nacional;Bachillerato Completo;1504175
704700886;Romel;Rivera;Padilla;M;U;06/01/1964;Puntarenas;Demisexual;Partido Republicano Social Cristiano;Doctorado;416684
604830359;Esteban;Alfaro;Soto;F;U;23/06/2015;Puntarenas;Pansexual;Partido Demócrata Cristiano;Licenciatura Incompleta;646832
200970664;Ximena;Echandi;Marín;F;V;19/02/1999;Alajuela;Pansexual;Partido Unidad Social Cristiana;Licenciatura Completa;2527617
208180575;Romel;Quintanilla;Peraza;F;C;10/07/2009;San José;Pansexual;Partido Renovación en Democracia;Licenciatura Incompleta;2599427
401590254;Hector;Angulo;Ruiz;M;C;30/03/1987;Heredia;Asexual;Partido Acción Democrática;Secundaria Completa;2177662
502160393;German;Cruz;Madrigal;F;D;16/08/1980;Limón;Graysexual;Partido Frente Amplio;Maestría Incompleta;2039231
102700194;Cindy;Ramírez;Mendez;F;S;24/03/1980;San José;Heterosexual;Partido Renovación Costarricense;Técnica Completa;1925836
304200507;Katerina;Cruz;Quintana;M;S;05/06/1994;Alajuela;Autosexual;Partido Liberación Nacional;Bachillerato Completo;1654624
409340963;Luis;Villalobos;Cháves;M;C;24/12/2003;Heredia;Asexual;Partido Republicano Social Cristiano;Secundaria Completa;2526400
709230785;Berta;Palma;Aguilar;M;U;18/11/1984;Puntarenas;Graysexual;Partido Patria Nueva;Maestría Completa;1694169
306150979;Cristobal;Aragón;Izaguirre;F;U;04/06/1979;Cartago;Queer;Partido Unidad Social Cristiana;Técnica Incompleta;1987105
701360039;Eilin;Villegas;Sequeira;M;V;12/01/1993;San José;Pansexual;Partido Demócrata Cristiano;Secundaria Incompleta;2076329
504500668;Gabriela;Talavera;Zamora;M;D;20/07/1983;Guanacaste;Sapiosexual;Partido Movimiento Libertario;Doctorado;2555909
102650508;Kevin;Villanueva;Torres;F;U;08/07/1986;Guanacaste;Homosexual;Partido Nueva República;Licenciatura Incompleta;1406128
407640865;Isaías;Leitón;Alvarado;M;U;18/10/1968;San José;Lithsexual;Partido Accesibilidad Sin Exclusión;Secundaria Completa;2782192
107490049;Zaida;Ojeda;Artiaga;F;D;08/06/2014;San José;Heterosexual;Partido Demócrata Cristiano;Secundaria Completa;2898253
602110728;René;Vizcaíno;Bermudez;F;D;04/08/2011;Puntarenas;Gynosexual;Partido Frente Amplio;Técnica Completa;2867218
100270842;Julio;Apuy;Elizondo;F;U;12/08/1967;Guanacaste;Autosexual;Partido Frente Amplio;Bachillerato Completo;68633
306580307;Rosaura;Vindas;Quiroga;M;V;16/11/1962;San José;Androsexual;Partido Frente Amplio;Bachillerato Completo;2646244
